# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "Saccharomyces_cerevisiae.R64-1-1.106.gtf" "-o" "result.txt" "./Aligned_Files/ERR2198545.sam" "./Aligned_Files/ERR2198546.sam" "./Aligned_Files/ERR2198547.sam" "./Aligned_Files/ERR2198548.sam" "./Aligned_Files/ERR2198593.sam" "./Aligned_Files/ERR2198594.sam" "./Aligned_Files/ERR2198595.sam" "./Aligned_Files/ERR2198596.sam" 
Geneid	Chr	Start	End	Strand	Length	./Aligned_Files/ERR2198545.sam	./Aligned_Files/ERR2198546.sam	./Aligned_Files/ERR2198547.sam	./Aligned_Files/ERR2198548.sam	./Aligned_Files/ERR2198593.sam	./Aligned_Files/ERR2198594.sam	./Aligned_Files/ERR2198595.sam	./Aligned_Files/ERR2198596.sam
YDR409W	IV	1289406	1292120	+	2715	746	691	594	588	545	584	427	485
YDR173C	IV	810565	811632	-	1068	271	303	275	254	236	232	205	177
YDR187C	IV	836228	836746	-	519	34	42	34	30	32	29	19	17
YDR389W	IV	1252537	1254501	+	1965	851	952	811	786	695	672	603	611
YDR417C	IV	1301555	1301926	-	372	1	1	0	2	1	1	2	0
YDR165W	IV	784871	786205	+	1335	282	321	254	231	165	164	143	129
YDL113C	IV	256633	258555	-	1923	738	762	652	647	532	572	484	474
YDR426C	IV	1321629	1322006	-	378	0	1	0	0	0	0	0	0
YDR521W	IV	1483141	1483476	+	336	0	1	2	2	1	2	0	0
YDR086C	IV	616928	617170	-	243	799	861	672	705	497	528	440	423
YDL021W	IV	413953	414888	+	936	571	604	536	504	509	571	482	442
YDR023W	IV	489508	490896	+	1389	1515	1521	1218	1283	1060	1145	899	952
YDR394W	IV	1261681	1262967	+	1287	2301	2624	2311	2160	1921	2021	1710	1739
YDR320C-A	IV	1108280	1108498	-	219	306	339	282	247	257	262	238	223
YDR003W-A	IV	454782	454904	+	123	129	127	93	118	121	99	98	100
YDR183W	IV	829585	830277	+	693	199	210	197	189	131	125	122	116
YDR245W	IV	952800	953981	+	1182	822	802	682	736	535	570	528	452
YDR431W	IV	1328390	1328701	+	312	0	0	0	0	0	0	0	0
YDL154W	IV	178334	181039	+	2706	256	240	193	225	216	215	154	164
YDL184C	IV	130407	130484	-	78	578	523	555	507	337	377	287	250
YDR153C	IV	766736	767971	-	1236	1402	1588	1312	1358	1171	1212	1040	1023
YDR014W-A	IV	477797	478285	+	489	4	17	4	5	3	7	9	6
YDR434W	IV	1331237	1332841	+	1605	569	601	522	496	403	464	337	338
YDL002C	IV	446967	447578	-	612	275	280	184	243	160	222	201	208
YDR225W	IV	915530	915928	+	399	1270	1412	1195	1227	1175	1108	996	1020
YDR418W	IV	1301616	1302113	+	498	350	329	289	313	238	282	221	235
YDR224C	IV	914317	914712	-	396	2226	2355	1949	1949	1941	1972	1670	1570
YDR502C	IV	1453310	1454464	-	1155	2029	2144	1743	1844	1294	1314	1187	1100
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	609	579	494	535	454	465	382	370
YDL039C	IV	381985	384081	-	2097	647	677	521	529	270	325	271	248
YDL225W	IV	52445	54100	+	1656	1198	1140	1017	1007	781	890	719	778
YDR259C	IV	974631	975782	-	1152	307	361	245	270	242	259	177	198
YDR495C	IV	1438115	1441150	-	3036	386	382	396	353	186	224	206	175
YDL151C	IV	183318	183899	-	582	31	23	25	14	2	3	1	2
YDR357C	IV	1189199	1189567	-	369	1549	1425	1349	1259	1136	1141	949	978
YDR370C	IV	1217782	1219110	-	1329	398	427	315	370	240	241	192	224
YDR298C	IV	1058176	1058814	-	639	2316	2517	2295	2093	2239	2456	2041	2021
YDR276C	IV	1013476	1013643	-	168	2533	2521	2170	2168	1739	1843	1587	1579
YDL185C-A	IV	126608	126835	-	228	34	23	33	24	9	10	10	10
YDR545C-A	IV	1530863	1531342	-	480	0	0	0	0	0	0	0	0
tM(CAU)D	IV	1175829	1175901	+	73	0	2	0	0	0	0	0	2
YDL247W	IV	5985	7814	+	1830	10	5	4	5	6	6	0	5
YDR406W	IV	1279210	1283799	+	4590	512	513	519	460	505	651	458	540
YDR273W	IV	1010176	1011273	+	1098	244	237	256	203	239	278	232	259
YDR269C	IV	1005665	1005988	-	324	0	2	1	0	1	1	0	2
YDR453C	IV	1365072	1365662	-	591	279	331	236	280	184	200	199	147
YDR383C	IV	1239960	1240676	-	717	154	151	170	162	196	170	140	130
YDR375C	IV	1225166	1226536	-	1371	430	402	382	332	331	347	267	264
YDL161W	IV	167714	169078	+	1365	2427	2517	2156	2216	1817	1962	1587	1660
YDL051W	IV	363952	364779	+	828	363	358	272	320	272	282	211	247
YDR084C	IV	613405	614004	-	600	166	205	163	165	151	170	137	144
YDL056W	IV	352877	355378	+	2502	796	819	656	603	605	572	544	502
YDR344C	IV	1162006	1162449	-	444	10	29	14	19	17	18	9	12
YDR320C	IV	1106095	1108101	-	2007	498	522	487	433	418	359	345	392
YDR221W	IV	907330	909438	+	2109	790	769	745	684	567	618	551	473
tI(AAU)D	IV	668007	668080	-	74	2	1	1	0	2	2	1	1
YDL032W	IV	393690	394001	+	312	0	0	0	0	0	0	0	0
YDR456W	IV	1367485	1369386	+	1902	625	652	631	581	570	553	496	527
YDL036C	IV	387513	388901	-	1389	509	445	440	437	319	309	310	252
tL(CAA)D	IV;IV	1461715;1461792	1461758;1461829	-;-	82	0	0	0	0	3	0	0	0
YDL217C	IV	67983	68606	-	624	309	320	282	269	199	238	212	209
snR63	IV	323217	323471	-	255	12	5	17	18	6	7	9	6
YDR334W	IV	1135932	1140476	+	4545	936	1094	1009	878	679	787	683	641
YDL049C	IV	365068	365874	-	807	625	667	590	579	815	754	766	716
YDL164C	IV	164987	167254	-	2268	532	548	457	525	334	386	336	336
YDR384C	IV	1241204	1242031	-	828	3957	4076	3542	3554	4690	5079	4425	4293
YDR149C	IV	755555	756262	-	708	0	0	0	0	0	2	0	0
YDR093W	IV	631282	636120	+	4839	406	428	433	342	332	353	307	299
YDR071C	IV	588827	589402	-	576	1059	1171	975	1072	861	818	663	666
YDL143W	IV	199996	201582	+	1587	1240	1413	1166	1135	972	1006	909	910
YDR032C	IV	504099	504695	-	597	2171	2214	1863	1803	2004	2152	1982	1884
tR(UCU)D	IV	568882	568953	+	72	0	0	0	0	0	0	0	0
YDR063W	IV	578663	579112	+	450	475	435	426	423	410	519	318	366
YDL166C	IV	163449	164042	-	594	303	254	219	209	194	186	142	115
YDR004W	IV	455201	456583	+	1383	516	603	482	450	481	476	437	373
YDR151C	IV	764178	765155	-	978	526	501	504	489	434	453	416	381
YDR037W	IV	525440	527215	+	1776	261	224	191	240	133	154	131	103
YDL175C	IV	144484	145518	-	1035	229	291	216	211	180	239	184	200
YDR286C	IV	1035231	1035575	-	345	67	63	69	72	45	70	49	55
YDR172W	IV	808324	810381	+	2058	1885	1971	1730	1795	1507	1501	1339	1303
YDL174C	IV	145826	147589	-	1764	2725	2813	2488	2459	2288	2594	2079	2092
YDR080W	IV	604008	606986	+	2979	637	704	576	544	453	391	329	365
YDR503C	IV	1455042	1455866	-	825	201	187	167	171	148	158	141	129
YDR069C	IV	584939	587719	-	2781	396	415	405	319	368	392	300	311
YDR047W	IV	551860	552948	+	1089	406	448	347	399	382	437	336	330
YDR215C	IV	894089	894502	-	414	13	17	15	7	16	10	14	9
YDR267C	IV	1002510	1003502	-	993	322	358	296	297	302	338	319	298
YDR142C	IV	740473	741600	-	1128	426	483	408	414	448	456	364	334
YDL212W	IV	78426	79058	+	633	626	682	488	503	550	608	522	489
YDR249C	IV	958681	959802	-	1122	46	47	39	39	22	44	38	23
YDL209C	IV	86207	87226	-	1020	252	253	203	255	162	163	139	120
YDR044W	IV	546642	547628	+	987	301	309	309	321	253	272	222	220
tK(UUU)D	IV;IV	359577;359637	359613;359672	+;+	73	0	4	2	0	1	4	0	0
YDR311W	IV	1085065	1086993	+	1929	481	601	440	394	393	363	308	320
YDL159C-B	IV	173056	173232	-	177	0	0	0	0	0	0	0	0
YDR222W	IV	910054	911301	+	1248	572	581	427	528	450	456	414	411
YDR510C-A	IV	1469695	1469811	-	117	8	2	4	6	2	0	2	3
YDR401W	IV	1272223	1272786	+	564	0	0	0	0	0	0	0	0
YDR207C	IV	865012	867522	-	2511	975	1024	907	858	812	853	779	748
YDL005C	IV	441014	442309	-	1296	1139	1128	1019	1006	679	807	707	604
YDR295C	IV	1052623	1054647	-	2025	363	386	311	291	249	267	238	212
YDR543C	IV	1524634	1524933	-	300	0	0	2	0	3	1	2	0
YDL208W	IV	87512	87982	+	471	423	426	402	319	300	279	254	270
YDR135C	IV	723004	727551	-	4548	1296	1205	1214	1114	942	940	817	865
YDL114W	IV	255604	256530	+	927	21	24	22	31	24	24	8	16
YDR247W	IV	956013	957398	+	1386	641	641	564	511	522	510	460	443
YDL197C	IV	104917	106494	-	1578	1326	1379	1163	1226	1306	1447	1155	1173
YDR229W	IV	924785	926146	+	1362	906	924	704	811	712	780	714	648
YDR095C	IV	636117	636527	-	411	2	0	6	2	3	0	0	1
YDR027C	IV	494649	497318	-	2670	765	877	739	782	582	589	522	475
YDL106C	IV	270222	271901	-	1680	613	687	573	584	426	544	436	432
YDR404C	IV	1276654	1277169	-	516	235	264	209	213	226	181	164	203
YDR256C	IV	968133	969680	-	1548	10373	10805	9184	9114	10683	11637	9393	9695
YDR518W	IV	1478608	1480161	+	1554	223	265	232	217	203	225	186	208
YDR055W	IV	563527	564861	+	1335	4696	5003	4348	4361	3207	3184	2714	2667
YDL087C	IV	300214	300999	-	786	144	128	129	146	128	99	94	94
YDR177W	IV	816878	817525	+	648	1305	1347	1112	1230	1131	1060	1006	978
YDL014W	IV	427364	428347	+	984	1100	1233	1042	978	689	735	573	615
YDR289C	IV	1038280	1039509	-	1230	545	533	421	460	309	335	275	281
YDL159W	IV	172481	174028	+	1548	280	284	240	233	208	217	187	193
YDR532C	IV	1499396	1500553	-	1158	446	516	431	481	321	364	275	304
YDR137W	IV	728259	730250	+	1992	787	791	642	670	535	524	511	455
YDL153C	IV	181186	183018	-	1833	961	971	810	795	573	631	511	575
YDR393W	IV	1259901	1261271	+	1371	487	491	469	453	376	423	354	356
YDR506C	IV	1459728	1461554	-	1827	350	398	321	285	320	350	233	193
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	153	156	130	173	105	95	77	81
YDL090C	IV	295034	296329	-	1296	275	289	262	260	232	227	199	199
YDR033W	IV	508147	509109	+	963	1875	2030	1914	1889	1463	1490	1274	1301
YDR035W	IV	521816	522928	+	1113	1743	1794	1639	1496	1029	1071	880	876
YDR332W	IV	1131001	1133070	+	2070	395	381	279	376	252	278	232	215
YDR510W	IV	1469400	1469705	+	306	1057	1017	865	813	840	863	703	718
YDL055C	IV	355674	356759	-	1086	1959	1946	1803	1747	1700	1861	1492	1492
YDR480W	IV	1417399	1418370	+	972	320	312	310	294	301	339	286	239
YDL103C	IV	275148	276581	-	1434	528	551	431	445	471	436	406	388
YDL085C-A	IV	302464	302670	-	207	133	166	146	116	132	116	91	120
YDR350C	IV	1176120	1178174	-	2055	567	574	575	548	407	484	434	452
YDR342C	IV	1154216	1155928	-	1713	4181	4460	3688	3753	5949	6099	5129	5206
YDR087C	IV	617470	618306	-	837	294	396	356	351	226	274	178	250
YDL236W	IV	32296	33234	+	939	412	424	365	326	272	262	284	255
YDR012W	IV	471853	472941	+	1089	2898	2943	2584	2468	2342	2527	2033	2096
YDL121C	IV	245133	245582	-	450	473	499	393	405	351	352	310	289
YDR525W-A	IV	1490596	1490835	+	240	177	241	162	186	126	153	135	127
tG(GCC)D2	IV	992832	992902	+	71	51	40	47	47	65	63	59	57
YDL190C	IV	118707	121592	-	2886	1112	1100	1065	1026	737	806	628	657
YDL047W	IV	369771	370706	+	936	730	777	659	632	646	659	588	538
YDR099W	IV	653607	654428	+	822	4274	4679	3841	3771	3329	3621	2867	3041
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	1061	1053	944	975	906	882	709	711
YDR164C	IV	782041	784215	-	2175	689	742	631	628	543	617	484	413
YDR058C	IV	567723	568703	-	981	297	310	216	266	214	198	175	178
YDL020C	IV	415113	416708	-	1596	6007	6062	5216	5145	4069	4346	3537	3788
YDL025C	IV	405344	407206	-	1863	904	1004	924	897	625	719	631	582
YDR374C	IV	1223474	1224394	-	921	29	22	40	15	8	14	9	4
YDL207W	IV	88248	89864	+	1617	820	861	785	829	714	625	660	657
YDR270W	IV	1005675	1008689	+	3015	706	724	596	585	873	937	875	796
YDR152W	IV	765706	766503	+	798	716	634	545	639	563	537	472	469
YDL148C	IV	188154	190586	-	2433	674	738	599	600	442	406	385	269
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	0	0	0	1	0	0	0	0
YDR379C-A	IV	1233278	1233517	-	240	291	277	286	224	242	237	207	223
YDR218C	IV	903781	905052	-	1272	165	152	125	119	130	118	89	107
YDL018C	IV	422833	423510	-	678	227	238	240	181	196	230	187	205
YDR507C	IV	1462358	1465786	-	3429	1244	1316	1194	1141	925	854	772	753
YDL003W	IV	444683	446383	+	1701	491	526	433	433	361	415	344	347
YDR524C-B	IV	1489598	1489798	-	201	2858	2895	2656	2442	2221	2321	1899	2030
YDR371W	IV	1219413	1220948	+	1536	460	476	445	426	252	257	196	205
YDR359C	IV	1191936	1194884	-	2949	1191	1281	1169	1128	833	868	674	742
YDL180W	IV	135896	137539	+	1644	495	573	435	424	408	380	379	343
YDL133W	IV	222427	223740	+	1314	624	627	520	580	409	446	363	357
YDR335W	IV	1141168	1144842	+	3675	1702	1736	1550	1538	1320	1429	1126	1073
YDR351W	IV	1178666	1181260	+	2595	879	889	798	720	602	690	544	611
YDL150W	IV	183343	184611	+	1269	225	188	175	204	142	138	141	120
YDL177C	IV	141209	141721	-	513	204	168	176	158	152	174	142	137
YDR171W	IV	806621	807748	+	1128	12812	13319	11343	11343	11020	11874	9649	9751
YDR364C	IV	1202843	1204210	-	1368	482	467	417	387	390	325	344	273
YDR309C	IV	1079048	1080199	-	1152	826	852	746	739	657	659	566	514
YDL239C	IV	26403	28775	-	2373	267	307	253	252	213	170	115	135
YDL228C	IV	45277	45918	-	642	1	0	1	1	0	0	0	0
YDL156W	IV	174918	176486	+	1569	193	203	175	148	145	179	155	132
YDL016C	IV	425570	425872	-	303	36	41	31	32	31	34	31	23
tX(XXX)D	IV	1150842	1150941	-	100	1	0	1	0	0	0	0	0
YDR524W-C	IV	1489403	1489492	+	90	1123	1145	1077	1075	226	230	186	194
YDL085W	IV	303211	304848	+	1638	3173	3223	2825	2906	3287	3471	2839	2983
YDR300C	IV	1061505	1062791	-	1287	374	444	368	345	275	281	277	256
YDL168W	IV	159604	160764	+	1161	879	925	741	807	766	757	607	651
YDR360W	IV	1194598	1195032	+	435	15	12	17	15	6	3	1	8
YDR195W	IV	848599	850200	+	1602	428	446	400	387	376	378	363	317
YDR321W	IV	1108702	1109847	+	1146	202	175	197	176	144	143	119	132
YDR237W	IV	936615	937493	+	879	341	422	320	315	348	331	277	299
YDL127W	IV	234927	235853	+	927	198	216	167	194	151	146	125	171
YDR107C	IV	669016	671034	-	2019	193	176	178	144	155	146	129	121
YDR472W	IV	1403322	1404173	+	852	347	344	268	256	216	249	214	224
YDL030W	IV	397537	399129	+	1593	401	407	368	403	309	316	259	276
YDR468C	IV	1398026	1398700	-	675	1106	1177	1008	1037	787	846	680	725
YDL084W	IV	305237	306577	+	1341	1089	1139	983	1069	888	931	748	720
YDL203C	IV	96082	97953	-	1872	600	586	495	476	470	517	403	378
YDL025W-A	IV	405410	405514	+	105	0	0	0	0	0	0	0	0
YDR285W	IV	1032436	1035063	+	2628	258	281	233	212	180	159	147	153
YDL229W	IV	44065	45906	+	1842	982	1022	866	892	644	621	651	576
YDR329C	IV	1126270	1127595	-	1326	1336	1374	1230	1220	1286	1307	1104	1103
YDR034C	IV	509737	512109	-	2373	977	1053	953	819	626	770	549	606
YDR009W	IV	463434	464996	+	1563	154	146	155	151	170	160	159	132
tS(AGA)D2	IV	980974	981055	-	82	0	2	3	2	4	3	3	0
YDR488C	IV	1429188	1430789	-	1602	154	150	157	144	129	126	118	120
YDR103W	IV	658350	661103	+	2754	578	581	525	476	374	443	348	327
YDR336W	IV	1145092	1146036	+	945	156	131	125	99	93	107	112	96
YDL101C	IV	280307	281848	-	1542	418	435	310	302	278	256	254	228
YDR162C	IV	780390	781100	-	711	624	795	664	622	468	562	470	443
YDR312W	IV	1087581	1088942	+	1362	492	542	535	491	394	386	331	278
YDL061C	IV	340628	340798	-	171	667	701	606	563	458	553	527	452
YDL040C	IV	378874	381438	-	2565	886	927	805	847	591	709	611	559
YDR145W	IV	746738	748357	+	1620	1631	1757	1534	1464	1321	1336	1075	1206
YDR124W	IV	700315	701289	+	975	202	174	167	155	129	185	140	128
YDL231C	IV	38867	42244	-	3378	837	904	809	760	645	682	661	537
YDR190C	IV	840604	841995	-	1392	1185	1210	1024	1047	903	1015	957	900
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	341	344	278	322	312	329	254	275
YDR463W	IV	1386816	1388375	+	1560	2713	2599	2320	2436	1772	1816	1607	1617
YDR491C	IV	1434500	1434991	-	492	56	65	54	58	27	40	32	40
YDR449C	IV	1357580	1358902	-	1323	282	292	318	283	182	154	150	128
YDL035C	IV	389172	392057	-	2886	1140	1206	1058	1007	730	769	713	682
YDR074W	IV	593893	596583	+	2691	5037	5421	4553	4544	4227	4347	3760	3712
YDR525W	IV	1489905	1490234	+	330	0	2	4	0	0	0	2	0
YDR257C	IV	969990	971474	-	1485	238	207	194	188	180	197	119	147
YDR402C	IV	1272234	1273703	-	1470	59	70	54	80	69	89	40	50
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	981	978	873	906	767	851	725	689
YDR376W	IV	1226822	1228303	+	1482	360	401	326	303	346	347	307	247
YDR161W	IV	779043	780206	+	1164	468	498	434	463	362	379	315	329
YDR090C	IV	625066	625998	-	933	329	273	264	254	296	236	238	250
YDR189W	IV	838392	840392	+	2001	1173	1246	1011	943	888	923	833	792
YDR524C	IV	1487542	1488990	-	1449	728	828	677	651	420	461	479	393
YDL237W	IV	30657	31829	+	1173	595	627	516	507	421	420	430	378
YDR188W	IV	836421	838061	+	1641	1568	1614	1372	1460	1211	1353	1155	1162
YDL133C-A	IV	221724	221801	-	78	884	957	821	836	542	493	459	470
YDR531W	IV	1498232	1499335	+	1104	610	643	542	483	390	496	349	335
tG(GCC)D1	IV	83548	83618	+	71	0	0	0	0	0	0	0	0
YDR226W	IV	916486	917154	+	669	906	933	764	860	948	981	787	862
YDL054C	IV	359825	361285	-	1461	715	808	668	737	621	723	576	584
YDL205C	IV	92762	93745	-	984	468	526	460	424	447	421	397	341
YDR537C	IV	1510856	1511461	-	606	10	15	2	5	6	5	6	5
YDR496C	IV	1441433	1443403	-	1971	649	639	579	645	460	442	365	340
YDR313C	IV	1089219	1090079	-	861	689	692	590	601	566	628	494	565
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	294	319	253	218	235	268	180	162
tV(CAC)D	IV	1075472	1075544	-	73	4	8	7	6	5	2	9	0
YDR340W	IV	1150881	1151183	+	303	5	6	5	3	1	0	0	2
YDL147W	IV	190924	192261	+	1338	4260	4267	3589	3602	2671	2731	2372	2222
YDL081C	IV	309802	310122	-	321	1096	1211	1111	1088	800	827	701	729
YDR283C	IV	1025070	1030049	-	4980	647	602	538	532	480	454	438	400
YDR261C	IV	977521	979209	-	1689	224	220	196	153	178	203	145	177
YDL211C	IV	79294	80412	-	1119	188	181	147	137	120	138	117	102
YDL074C	IV	324047	326149	-	2103	741	699	680	591	449	517	422	446
YDL091C	IV	293392	294759	-	1368	972	1028	967	906	845	919	779	773
YDR346C	IV	1167214	1168659	-	1446	1780	1807	1666	1559	1474	1600	1247	1237
YDR072C	IV	589761	591344	-	1584	608	602	484	543	515	623	456	446
YDR242W	IV	946807	948456	+	1650	313	265	308	260	277	255	234	258
YDR323C	IV	1112480	1114027	-	1548	188	195	172	149	156	167	150	171
YDR486C	IV	1427431	1428120	-	690	1176	1316	1140	1138	984	1015	856	889
YDR420W	IV	1306267	1311675	+	5409	1089	1153	952	946	742	919	781	706
YDL122W	IV	242552	244981	+	2430	1482	1483	1333	1272	971	1085	860	828
YDR390C	IV	1254937	1256847	-	1911	956	1000	907	815	678	700	646	663
YDR481C	IV	1418550	1420250	-	1701	1101	1170	933	1003	897	966	876	863
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	247	264	197	238	185	167	174	182
YDL105W	IV	272389	273597	+	1209	141	128	112	73	91	85	63	42
YDL141W	IV	203039	205111	+	2073	445	430	385	327	341	391	300	299
YDR400W	IV	1271063	1272085	+	1023	162	157	118	143	117	95	101	101
YDR522C	IV	1483795	1485303	-	1509	45	31	32	23	34	46	32	29
YDL173W	IV	148191	149078	+	888	454	564	452	394	411	414	390	389
YDR279W	IV	1019368	1020420	+	1053	249	283	226	232	183	204	146	202
YDR281C	IV	1022007	1022321	-	315	56	62	44	47	52	63	39	41
YDR213W	IV	889751	892492	+	2742	251	278	214	255	153	177	129	145
YDR179W-A	IV	819433	820824	+	1392	166	153	134	162	58	97	62	73
YDR330W	IV	1127872	1129374	+	1503	1156	1280	1126	1073	1082	1103	1044	977
YDR106W	IV	667004	667858	+	855	78	69	76	64	58	50	31	47
YDL178W	IV	139522	141114	+	1593	1313	1304	1224	1165	918	909	821	741
YDR484W	IV	1422763	1424688	+	1926	291	351	283	291	227	225	185	194
YDR308C	IV	1078027	1078449	-	423	265	263	187	220	189	203	179	208
YDL192W	IV	116321	116866	+	546	712	709	688	631	515	522	379	478
YDL202W	IV	98475	99224	+	750	409	440	337	377	291	310	251	284
YDR146C	IV	748613	750742	-	2130	799	894	677	719	803	816	699	744
YDR241W	IV	945151	945438	+	288	47	36	27	34	24	13	14	26
YDL158C	IV	173866	174174	-	309	15	14	9	7	8	8	5	3
YDL185W	IV	126787	130002	+	3216	2066	2118	1880	1805	1530	1600	1388	1437
YDR251W	IV	960614	963106	+	2493	1037	1098	984	886	773	992	762	779
tL(UAA)D	IV	519743	519826	+	84	0	0	0	0	0	0	0	0
YDR192C	IV	843569	844861	-	1293	231	238	252	197	240	251	177	224
YDR368W	IV	1213904	1214842	+	939	852	852	751	760	715	746	642	699
YDR494W	IV	1436930	1438015	+	1086	1264	1250	1200	1070	955	974	965	868
YDR399W	IV	1270068	1270733	+	666	1571	1529	1397	1414	1101	1181	928	917
YDR070C	IV	588098	588379	-	282	5419	5517	4807	4781	5379	5667	4933	4667
YDR138W	IV	730578	732836	+	2259	453	517	450	462	352	385	299	329
YDR031W	IV	503498	503863	+	366	98	114	71	95	80	61	72	67
YDR255C	IV	966557	967822	-	1266	505	508	441	457	284	378	283	290
YDL060W	IV	341619	343985	+	2367	849	985	851	810	623	687	607	555
YDR048C	IV	553084	553398	-	315	0	0	0	0	2	0	0	1
YDR067C	IV	582791	583465	-	675	333	324	260	243	170	150	148	127
YDR126W	IV	703234	704244	+	1011	358	297	234	317	277	284	283	242
YDR315C	IV	1092741	1093586	-	846	137	137	93	106	94	99	68	75
YDL126C	IV	236157	238664	-	2508	7328	7816	6719	6548	5940	6269	5293	5289
YDR262W	IV	993134	993952	+	819	2801	2930	2476	2528	2522	2655	2211	2115
tQ(UUG)D3	IV	802731	802802	-	72	1	0	1	0	2	1	0	0
YDR345C	IV	1162957	1164660	-	1704	326	374	270	282	316	312	271	249
YDR079W	IV	603064	603399	+	336	239	242	223	220	176	194	167	194
YDR433W	IV	1329600	1330040	+	441	16	18	13	24	5	9	6	4
YDL144C	IV	198662	199732	-	1071	966	1012	824	786	948	953	820	880
YDR306C	IV	1073735	1075171	-	1437	541	661	443	493	445	395	395	376
YDR292C	IV	1043146	1045011	-	1866	1102	1282	1090	1010	802	895	780	714
YDL009C	IV	432925	433248	-	324	16	13	17	20	19	16	15	19
YDR290W	IV	1039370	1039699	+	330	0	0	0	0	0	0	0	0
YDR282C	IV	1023511	1024755	-	1245	328	417	326	344	293	311	277	235
YDR170C	IV	796193	802222	-	6030	1119	1140	1062	1045	802	916	752	650
YDR174W	IV	812110	812850	+	741	729	700	657	647	602	668	555	578
YDL218W	IV	66493	67446	+	954	1747	1806	1542	1543	1754	1898	1611	1602
YDL062W	IV	339857	340282	+	426	9	7	5	3	1	4	6	2
YDL048C	IV	366739	368211	-	1473	1036	1007	925	914	1146	1118	979	964
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	803	827	758	720	717	784	673	665
YDR112W	IV	679544	679852	+	309	2	5	4	6	0	2	1	3
YDR538W	IV	1510902	1511630	+	729	24	31	29	22	28	17	32	21
YDL011C	IV	432308	432631	-	324	0	0	0	0	0	0	0	0
YDR355C	IV	1186067	1186369	-	303	0	0	0	0	0	0	0	0
YDR301W	IV	1063352	1067425	+	4074	496	463	346	461	320	312	324	339
YDR412W	IV	1294693	1295400	+	708	67	67	63	39	37	44	26	31
YDR530C	IV	1496791	1497768	-	978	244	232	214	210	247	261	187	217
YDR227W	IV	917571	921647	+	4077	582	612	497	453	417	428	445	378
YDR041W	IV	539803	540414	+	612	309	422	346	351	291	313	238	274
YDR015C	IV	477960	478199	-	240	0	0	0	0	0	0	0	0
YDL008W	IV	433497	433994	+	498	243	248	214	224	230	264	167	226
YDR234W	IV	931129	933210	+	2082	2876	3214	2578	2567	1444	1652	1335	1402
YDR511W	IV	1470017	1470418	+	402	174	212	160	159	180	209	162	181
YDR519W	IV	1480425	1480832	+	408	288	338	234	278	295	291	295	248
YDL086C-A	IV	301655	302089	-	435	0	0	0	0	0	0	0	0
YDR250C	IV	960086	960361	-	276	14	12	10	16	9	16	9	11
YDR465C	IV	1393336	1394574	-	1239	1094	1109	936	888	634	675	543	523
YDL001W	IV	447984	449276	+	1293	593	619	525	524	419	427	382	365
YDR454C	IV	1366264	1366827	-	564	358	319	358	308	284	273	251	241
YDR013W	IV	473157	473783	+	627	75	98	67	104	56	77	47	54
YDR076W	IV	598468	599688	+	1221	206	213	206	165	156	134	124	132
YDL095W	IV	287059	289512	+	2454	1456	1378	1211	1243	1069	1179	951	985
YDL007C-A	IV	436567	436824	-	258	1	1	2	0	0	2	4	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	679	692	638	594	428	433	396	388
YDR100W	IV	655013	655444	+	432	307	435	314	336	374	372	287	315
YDR479C	IV	1415210	1416874	-	1665	898	860	785	825	613	697	624	640
tS(AGA)D1	IV	437772	437853	+	82	0	0	0	0	0	0	0	0
YDL117W	IV	248581	251238	+	2658	503	532	438	499	433	403	326	345
YDR140W	IV	734138	734803	+	666	272	340	297	272	247	269	169	190
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	1847	2014	1582	1654	1493	1609	1327	1338
tQ(UUG)D2	IV	645153	645224	-	72	0	0	0	0	0	0	0	0
YDR327W	IV	1125302	1125628	+	327	29	35	35	39	27	35	43	36
YDR062W	IV	576474	578159	+	1686	1244	1378	1211	1106	907	1019	905	878
YDR143C	IV	742042	743874	-	1833	742	827	702	624	640	713	640	555
YDL172C	IV	148607	149086	-	480	0	0	0	0	1	0	0	0
YDL053C	IV	361699	362256	-	558	514	531	478	491	352	462	333	353
YDR223W	IV	912099	913502	+	1404	791	792	684	699	859	825	690	731
YDL037C	IV	384601	385587	-	987	145	183	149	128	57	52	63	82
YDL167C	IV	160995	163154	-	2160	518	496	454	380	344	348	316	287
YDR246W-A	IV	955133	955333	+	201	15	39	19	18	18	25	24	24
YDR371C-A	IV	1219509	1219613	-	105	0	0	0	0	0	0	0	0
YDR517W	IV	1477239	1478357	+	1119	568	679	610	687	576	588	467	527
YDL226C	IV	51115	52173	-	1059	748	736	616	601	407	476	456	456
